USGS Water name,Common water Name,Section number 2,County,Survey date,Survey Record,Upstream Survey Latitude,Dowstream Survey Latitude,Upstream Survey Longitude,Downstream Survey Longitude,Section length (ft),Average wetted width (ft),Average water depth (ft),Air temperature (F),Water temperature (C),Flatwater %,Pool %,Riffle %,Water clarity (ft),Survey direction,Weather,Family,Order,Genus,Species,Sub-species,Strain,Fish name,Estimated density (fish/mi),Survey notes,Water Latitude,Water Longitude
Sacramento River,Upper Sacramento River at McCardle,UPP-407P1,Shasta,7/11/2007,2399,40.96143,40.96085,122.43727,122.43525,593,78,4.3,82,22.8,0,100,0,10+,Downstream,cloudy and windy,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",20942,,,
Sacramento River,Upper Sacramento River at McCardle,UPP-407P1,Shasta,7/11/2007,2399,40.96143,40.96085,122.43727,122.43525,593,78,4.3,82,22.8,0,100,0,10+,Downstream,cloudy and windy,Catostomidae,Cypriniformes,all,spp.,,,sucker,36,,,
Sacramento River,Upper Sacramento River at McCardle,UPP-407P1,Shasta,7/11/2007,2399,40.96143,40.96085,122.43727,122.43525,593,78,4.3,82,22.8,0,100,0,10+,Downstream,cloudy and windy,Centrarchidae,Perciformes,Micropterus,spp.,,,"bass, black",18,,,
Sacramento River,Upper Sacramento River at McCardle,UPP-407P3,Shasta,7/11/2007,2399,40.95815,40.95692,122.43307,122.43127,714.4,80.6,4.1,82,22.8,0,100,0,4+,Downstream,overcast,Cyprinidae,Cypriniformes,Ptychocheilus,grandis,,Sacramento,"minnow, pikeminnow, Sacramento",15,,,
Sacramento River,Upper Sacramento River at McCardle,UPP-407P3,Shasta,7/11/2007,2399,40.95815,40.95692,122.43307,122.43127,714.4,80.6,4.1,82,22.8,0,100,0,4+,Downstream,overcast,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",1442,,,
Sacramento River,Upper Sacramento River at McCardle,UPP-407P3,Shasta,7/11/2007,2399,40.95815,40.95692,122.43307,122.43127,714.4,80.6,4.1,82,22.8,0,100,0,4+,Downstream,overcast,Catostomidae,Cypriniformes,all,spp.,,,sucker,89,,,
Sacramento River,Upper Sacramento River at McCardle,UPP-407P3,Shasta,7/11/2007,2399,40.95815,40.95692,122.43307,122.43127,714.4,80.6,4.1,82,22.8,0,100,0,4+,Downstream,overcast,Centrarchidae,Perciformes,Micropterus,spp.,,,"bass, black",89,,,
Sacramento River,Upper Sacramento River at McCardle,UPP-407P3,Shasta,7/11/2007,2399,40.95815,40.95692,122.43307,122.43127,714.4,80.6,4.1,82,22.8,0,100,0,4+,Downstream,overcast,Cottidae,Scorpaeniformes,all,spp.,,,sculpin,7,,,
Sacramento River,Upper Sacramento River at Cantara,UPP-507,Shasta,7/12/2007,2400,41.25161,41.27489,-122.27743,-122.27489,106,36.12,4.35,74,8.9,0,100,0,4+,Downstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",3038,,,
Sacramento River,Upper Sacramento River at Cantara,UPP-607,Shasta,7/12/2007,2400,,,,,236.7,58.88,1.78,74,8.9,100,0,0,4+,Downstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",1835,,,
North Fork American River,North Fork of the American River,NOR-194,Placer,9/13/1994,2401,,,,,335,58,,,13.9,0,100,0,,Upstream,scattered clouds,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",158,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-194,Placer,9/13/1994,2401,,,,,335,58,,,13.9,0,100,0,,Upstream,scattered clouds,Catostomidae,Cypriniformes,all,spp.,,,sucker,315,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-294,Placer,9/13/1994,2401,,,,,171,43,,,13.9,0,100,0,30+,Upstream,,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",31,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-294,Placer,9/13/1994,2401,,,,,171,43,,,13.9,0,100,0,30+,Upstream,,Catostomidae,Cypriniformes,all,spp.,,,sucker,216,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-394,Placer,9/13/1994,2401,,,,,450,60.25,,,13.9,0,0,0,,Upstream,,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",375,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-394,Placer,9/13/1994,2401,,,,,450,60.25,,,13.9,0,0,0,,Upstream,,Catostomidae,Cypriniformes,all,spp.,,,sucker,657,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-494,Placer,9/13/1994,2401,,,,,289,42.5,,,13.9,0,100,0,,Upstream,,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",55,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-494,Placer,9/13/1994,2401,,,,,289,42.5,,,13.9,0,100,0,,Upstream,,Catostomidae,Cypriniformes,all,spp.,,,sucker,164,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-594,Placer,9/13/1994,2401,,,,,478,42.25,,,13.9,0,100,0,,Upstream,,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",276,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-594,Placer,9/13/1994,2401,,,,,478,42.25,,,13.9,0,100,0,,Upstream,,Catostomidae,Cypriniformes,all,spp.,,,sucker,353,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-694,Placer,9/13/1994,2401,,,,,213,29,,,13.9,0,100,0,,Upstream,,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",1066,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-694,Placer,9/13/1994,2401,,,,,213,29,,,13.9,0,100,0,,Upstream,,Catostomidae,Cypriniformes,all,spp.,,,sucker,99,,39.21278,-120.57894
Silver Fork American River,South Fork of the American River,SOU-107,El Dorado,6/6/2007,2402,38.767666,38..767333,120.4833,120.4845666,359,76.76,,55.7,14.2,100,0,0,6,Downstream,cloudy and windy,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",927,,38.77377,-120.2965
Silver Fork American River,South Fork of the American River,SOU-107,El Dorado,6/6/2007,2402,38.767666,38..767333,120.4833,120.4845666,359,76.76,,55.7,14.2,100,0,0,6,Downstream,cloudy and windy,Catostomidae,Cypriniformes,Catostomus,occidentalis,,Sacramento,"sucker, Sacramento",59,,38.77377,-120.2965
Silver Fork American River,South Fork of the American River,SOU-107,El Dorado,6/6/2007,2402,38.767666,38..767333,120.4833,120.4845666,359,76.76,,55.7,14.2,100,0,0,6,Downstream,cloudy and windy,Salmonidae,Salmoniformes,Salmo,trutta,,,"trout, brown",29,,38.77377,-120.2965
Silver Fork American River,South Fork of the American River,SOU-207,El Dorado,6/6/2007,2402,38.7676333,38.7679166,120.4847666,120.4867166,243,75,,68,15.3,0,0,0,,Upstream,,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",2368,,38.77377,-120.2965
Silver Fork American River,South Fork of the American River,SOU-207,El Dorado,6/6/2007,2402,38.7676333,38.7679166,120.4847666,120.4867166,243,75,,68,15.3,0,0,0,,Upstream,,Catostomidae,Cypriniformes,Catostomus,occidentalis,,Sacramento,"sucker, Sacramento",43,,38.77377,-120.2965
Kern River,Kern River,KER-509,Tulare,10/7/2009,2403,36.05727,36.05608,118.46805,118.46756,444,69.8,3,60.8,9,100,0,0,10,Downstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,gilberti,Kern River,"trout, rainbow, Kern River",95,,36.03052,-118.4671
Kern River,Kern River,KER-509,Tulare,10/7/2009,2403,36.05727,36.05608,118.46805,118.46756,444,69.8,3,60.8,9,100,0,0,10,Downstream,clear sunny,Catostomidae,Cypriniformes,Catostomus,occidentalis,,Sacramento,"sucker, Sacramento",404,,36.03052,-118.4671
Kern River,Kern River,KER-609,Tulare,10/7/2009,2403,36.05479,36.05382,118.46703,118.46721,416,85.2,4.5,,9,35,65,0,8,Downstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,gilberti,Kern River,"trout, rainbow, Kern River",51,,36.03052,-118.4671
Kern River,Kern River,KER-609,Tulare,10/7/2009,2403,36.05479,36.05382,118.46703,118.46721,416,85.2,4.5,,9,35,65,0,8,Downstream,clear sunny,Catostomidae,Cypriniformes,Catostomus,occidentalis,,Sacramento,"sucker, Sacramento",812,,36.03052,-118.4671
Kern River,Kern River,KER-709,Tulare,10/8/2009,2404,35.98272,35.98188,118.48233,118.48280,380,84.7,2.4,59,9,100,0,0,10,Downstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,gilberti,Kern River,"trout, rainbow, Kern River",472,,36.03052,-118.4671
Kern River,Kern River,KER-709,Tulare,10/8/2009,2404,35.98272,35.98188,118.48233,118.48280,380,84.7,2.4,59,9,100,0,0,10,Downstream,clear sunny,Catostomidae,Cypriniformes,Catostomus,occidentalis,,Sacramento,"sucker, Sacramento",292,,36.03052,-118.4671
Kern River,Kern River,KER-809,Tulare,10/8/2009,2404,35.97984,35.97902,118.48396,118.48450,345,71.1,1.4,62.6,10,0,0,100,6,Downstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,gilberti,Kern River,"trout, rainbow, Kern River",1423,,36.03052,-118.4671
Kern River,Kern River,KER-809,Tulare,10/8/2009,2404,35.97984,35.97902,118.48396,118.48450,345,71.1,1.4,62.6,10,0,0,100,6,Downstream,clear sunny,Catostomidae,Cypriniformes,Catostomus,occidentalis,,Sacramento,"sucker, Sacramento",842,,36.03052,-118.4671
Kern River,Kern River,KER-909,Tulare,10/8/2009,2404,35.97553,35.97528,118.48722,118.48731,156,51.1,5.5,64.4,10,0,100,0,12,Downstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,gilberti,Kern River,"trout, rainbow, Kern River",3452,,36.03052,-118.4671
Kern River,Kern River,KER-909,Tulare,10/8/2009,2404,35.97553,35.97528,118.48722,118.48731,156,51.1,5.5,64.4,10,0,100,0,12,Downstream,clear sunny,Catostomidae,Cypriniformes,Catostomus,occidentalis,,Sacramento,"sucker, Sacramento",2471,,36.03052,-118.4671
Fall River,Fall River,3,Shasta,10/4/2007,2405,41.09396,41.04354,-121.48220,-121.47246,5808,,,52,8.9,0,100,0,5,Downstream,overcast,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",3346,,41.10509,-121.52124
Fall River,Fall River,3,Shasta,10/4/2007,2405,41.09396,41.04354,-121.48220,-121.47246,5808,,,52,8.9,0,100,0,5,Downstream,overcast,Cottidae,Scorpaeniformes,all,spp.,,,sculpin,1,,41.10509,-121.52124
Fall River,Fall River,3,Shasta,10/4/2007,2405,41.09396,41.04354,-121.48220,-121.47246,5808,,,52,8.9,0,100,0,5,Downstream,overcast,Salmonidae,Salmoniformes,all,spp.,,,trout,11,,41.10509,-121.52124
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-108,Colusa,7/24/2008,2407,39.378067,39.378667,122.65720,122.6565,182.3,27.2,1.1,68,14.4,60,0,40,5,Upstream,,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",870,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-108,Colusa,7/24/2008,2407,39.378067,39.378667,122.65720,122.6565,182.3,27.2,1.1,68,14.4,60,0,40,5,Upstream,,Cottidae,Scorpaeniformes,all,spp.,,,sculpin,87,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-1108,Colusa,7/24/2008,2407,39.4203333,39.4201666,122.78085,122.7808833,39.5,8.6,0.7,66.2,12,0,0,100,5+,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",135,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-1208,Colusa,7/24/2008,2407,39.4185833,39.41855,122.7790666,122.7789833,19.5,16.34,0.6,63.5,12,0,0,100,10+,Upstream,,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",1945,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-1308,Colusa,7/24/2008,2407,39.4191166,39.4193,122.7741,122.7740333,76.7,14.9,1.3,63.5,12,0,100,0,10+,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",2432,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-1408,Colusa,7/24/2008,2407,39.4208833,39.4209833,122.77025,122.7702333,42.5,15.2,0.8,75.2,12.5,0,0,100,10+,Upstream,,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",503,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-1508,Colusa,7/24/2008,2407,39.4211833,39.4211,122.7651666,122.7650166,30.1,15,1.5,75.2,12.5,100,0,0,10+,Upstream,,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",2640,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-1608,Colusa,7/24/2008,2407,39.42025,39.42005,122.7607166,122.76045,102.4,17.8,0.9,75.2,12.5,100,0,0,10+,Upstream,,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",52,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-1708,Colusa,7/24/2008,2407,39.41845,39.4185,122.7581,122.7581166,43.8,19,0.5,68,14,0,0,100,10+,Upstream,,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",368,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-1808,Colusa,7/24/2008,2407,39.4184333,39.4194933,122.7588,122.75705,35.6,15.6,0.5,68,14,0,0,100,10+,Upstream,,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",603,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-208,Colusa,7/24/2008,2407,39.3793166,39.3792833,122.6598333,122.6596666,64.4,22.1,1.5,74,14.4,50,50,0,5,Upstream,,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",1980,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-308,Colusa,7/24/2008,2407,39.3814166,39.3812833,122.666,122.6658166,87.4,26.4,1.2,78,14.4,100,0,0,10,Upstream,,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",910,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-408,Colusa,7/24/2008,2407,39.3847166,39.3846,122.6694666,122.6693833,60,22,1.4,78.8,16,100,0,0,4,Upstream,,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",1848,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-508,Colusa,7/24/2008,2407,,39.39055,,122.6719,69.4,27.8,2.5,78.8,16,0,100,0,10,Upstream,,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",2678,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-608,Colusa,7/24/2008,2407,,39.3928166,,122.67455,158,20.4,2.9,80.6,16,0,100,0,10+,Upstream,,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",702,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-708,Colusa,7/24/2008,2407,39.3934666,39.3934333,122.67585,122.6756833,43,24.6,2,80.6,16,0,100,0,10,Upstream,,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",1473,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-1908,Colusa,7/23/2008,2408,39.4218666,39.4218333,122.7846666,122.78455,65,17.3,0.8,57.2,11,100,0,0,10+,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",650,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-2008,Colusa,7/23/2008,2408,39.4216166,39.4216333,122.7859,122.7858166,53.5,15,0.5,69.8,11,0,0,100,10+,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",199,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-2108,Colusa,7/23/2008,2408,39.4219833,39.4220333,122.7876166,122.7874833,51.8,13.8,0.5,69.8,11,100,0,0,10+,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",414,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-2208,Colusa,7/23/2008,2408,39.42115,39.4212166,122.7887,122.7886666,23.7,8.3,1,69.8,11,0,100,0,10+,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",1148,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-2308,Colusa,7/23/2008,2408,39.4202,39.4201333,122.79195,122.79135,59.5,10.3,0.5,69.8,11,100,0,0,10+,Upstream,clear sunny,,,,,,,,,Zero fish observed.,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-2408,Colusa,7/23/2008,2408,39.4191166,39.4191166,122.7923833,122.7923833,43.7,29.5,2.4,64.4,12,100,0,0,10+,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",12647,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-2508,Colusa,7/23/2008,2408,39.4186166,39.4187833,122.79445,122.79415,75.9,9.84,0.56,75.2,13,0,0,100,10+,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",141,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-2608,Colusa,7/23/2008,2408,39.4164166,39.4169333,122.7948,122.7942666,48.5,15.42,0.44,75.2,13,100,0,0,10+,Upstream,clear sunny,,,,,,,,,Zero fish observed.,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-2708,Colusa,7/23/2008,2408,39.415,39.4155,122.7966166,122.79625,47,10.62,1.01,75.2,13,100,0,0,10+,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",112,,39.38477,-122.66745
Middle Fork Stony Creek,Middle Fork Stony Creek,MID-2808,Colusa,7/23/2008,2408,39.4127166,39.4128333,122.7972833,122.7972333,100.8,11.3,0.36,75.2,13,0,0,100,10+,Upstream,clear sunny,,,,,,,,,Zero fish observed.,39.38477,-122.66745
Snowy Creek,Snowy Creek,SNO-1007,Ventura,6/15/2007,2409,,34.6892333,,118.8657166,25.5,6.5,1.4,77,15,0,100,0,5,Upstream,clear sunny,,,,,,,,,Zero fish observed.,34.693593,-118.861346
Snowy Creek,Snowy Creek,SNO-107,Ventura,6/15/2007,2409,,34.7063833,,118.9478833,55,13,2.5,77,15,0,0,0,5,Upstream,clear sunny,,,,,,,,,Zero fish observed.,34.693593,-118.861346
Snowy Creek,Snowy Creek,SNO-207,Ventura,6/15/2007,2409,,34.6933666,,118.86135,26,25,5,77,15,0,100,0,10,Upstream,clear sunny,,,,,,,,,Zero fish observed.,34.693593,-118.861346
Snowy Creek,Snowy Creek,SNO-307,Ventura,6/15/2007,2409,,34.6926,,118.8621333,17.5,8,2,77,15,0,100,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",2795,,34.693593,-118.861346
Snowy Creek,Snowy Creek,SNO-407,Ventura,6/15/2007,2409,,34.6919833,,118.86175,28.4,15,2.3,77,15,0,0,0,10,Upstream,clear sunny,,,,,,,,,Zero fish observed.,34.693593,-118.861346
Snowy Creek,Snowy Creek,SNO-507,Ventura,6/15/2007,2409,,34.6917333,,118.8615,55,3.5,0.4,77,15,0,0,0,10,Upstream,clear sunny,,,,,,,,,Zero fish observed.,34.693593,-118.861346
Snowy Creek,Snowy Creek,SNO-607,Ventura,6/15/2007,2409,,34.6912,,118.8631,35,9.5,1.6,77,15,0,100,0,10,Upstream,clear sunny,,,,,,,,,Zero fish observed.,34.693593,-118.861346
Snowy Creek,Snowy Creek,SNO-707,Ventura,6/15/2007,2409,,34.69085,,118.86325,17.7,11,4,77,15,0,100,0,10,Upstream,clear sunny,,,,,,,,,Zero fish observed.,34.693593,-118.861346
Snowy Creek,Snowy Creek,SNO-807,Ventura,6/15/2007,2409,,34.69015,,118.8645833,15.8,14.5,3.5,77,15,0,100,0,10,Upstream,clear sunny,,,,,,,,,Zero fish observed.,34.693593,-118.861346
Snowy Creek,Snowy Creek,SNO-907,Ventura,6/15/2007,2409,,34.68965,,118.8654,22.2,4,0.6,77,15,0,0,0,10,Upstream,clear sunny,,,,,,,,,Zero fish observed.,34.693593,-118.861346
Buck Creek,Buck Creek,BUC-107,Ventura,6/15/2007,2410,,34.6633333,,118.8248666,89.9,5.24,0.5,94,21.1,0,100,0,4+,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",1839,,34.6650677,-118.8245885
Buck Creek,Buck Creek,BUC-207,Ventura,6/15/2007,2410,,34.6618833,,118.262333,63,5.46,0.5,94,21.1,100,0,0,4+,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",1844,,34.6650677,-118.8245885
Buck Creek,Buck Creek,BUC-307,Ventura,6/15/2007,2410,,34.6600333,,118.8263333,57,6.2,1,94,21.1,0,100,0,4+,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",1853,,34.6650677,-118.8245885
Buck Creek,Buck Creek,BUC-407,Ventura,6/15/2007,2410,,34.6584833,,118.8268166,65,6.24,0.3,94,21.1,100,0,0,4+,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",1787,,34.6650677,-118.8245885
Buck Creek,Buck Creek,BUC-507,Ventura,6/15/2007,2410,,34.65455,,118.8279833,66,6.48,1,94,21.1,100,0,0,4+,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",2560,,34.6650677,-118.8245885
Buck Creek,Buck Creek,BUC-607,Ventura,6/15/2007,2410,,34.6526,,118.8304666,11,1.5,1.5,94,21.1,0,100,0,4+,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",1440,,34.6650677,-118.8245885
Buck Creek,Buck Creek,BUC-707,Ventura,6/15/2007,2410,,34.6508333,,118.8326333,59,6.66,1.5,94,21.1,100,0,0,4+,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",1342,,34.6650677,-118.8245885
North Fork Stony Creek,North Fork Stony Creek,NOR-108,Colusa,7/22/2008,2411,39.3795666,39.3792833,122.64785,122.6476333,115.5,14.1,1.3,79,20.6,0,85,15,4+,Upstream,,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",1653,,39.3790104,-122.6471899
North Fork Stony Creek,North Fork Stony Creek,NOR-108,Colusa,7/22/2008,2411,39.3795666,39.3792833,122.64785,122.6476333,115.5,14.1,1.3,79,20.6,0,85,15,4+,Upstream,,Cyprinidae,Cypriniformes,all,spp.,,,minnow,7576,,39.3790104,-122.6471899
North Fork Stony Creek,North Fork Stony Creek,NOR-208,Colusa,7/22/2008,2411,39.3811,39.3809333,122.64795,122.6479166,69,11.7,2.9,81,21.7,60,0,40,4+,Upstream,,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",1913,,39.3790104,-122.6471899
North Fork Stony Creek,North Fork Stony Creek,NOR-208,Colusa,7/22/2008,2411,39.3811,39.3809333,122.64795,122.6479166,69,11.7,2.9,81,21.7,60,0,40,4+,Upstream,,Cyprinidae,Cypriniformes,Rhinichthys,osculus,,,"minnow, dace, speckled",5586,,39.3790104,-122.6471899
North Fork Stony Creek,North Fork Stony Creek,NOR-208,Colusa,7/22/2008,2411,39.3811,39.3809333,122.64795,122.6479166,69,11.7,2.9,81,21.7,60,0,40,4+,Upstream,,Cyprinidae,Cypriniformes,all,spp.,,,minnow,7652,,39.3790104,-122.6471899
